[2025-10-27 11:05:23] [INFO] scene is QUCTc6BB5sX  , episodeid is 9411
[2025-10-27 11:05:24] [INFO] take action sac model 1, take action hybird model 1 ,reward -1.01 , step 0 , done False , is collided False
[2025-10-27 11:08:11] [INFO] take action sac model 1, take action hybird model 1 ,reward -1.01 , step 37 , done False , is collided False
[2025-10-27 11:08:11] [INFO] take action sac model 1, take action hybird model 1 ,reward -1.01 , step 38 , done False , is collided False
[2025-10-27 11:08:11] [INFO] take action sac model 1, take action hybird model 1 ,reward -1.01 , step 39 , done False , is collided False
[2025-10-27 11:08:11] [INFO] take action sac model 1, take action hybird model 1 ,reward -1.01 , step 40 , done False , is collided False
[2025-10-27 11:08:11] [INFO] take action sac model 1, take action hybird model 1 ,reward -1.01 , step 41 , done False , is collided False
[2025-10-27 11:08:11] [INFO] take action sac model 1, take action hybird model 1 ,reward -1.01 , step 42 , done False , is collided False
[2025-10-27 11:08:11] [INFO] take action sac model 1, take action hybird model 1 ,reward -1.01 , step 43 , done False , is collided False
[2025-10-27 11:08:11] [INFO] take action sac model 1, take action hybird model 1 ,reward -1.01 , step 44 , done False , is collided False
[2025-10-27 11:08:11] [INFO] take action sac model 3, take action hybird model 1 ,reward -0.01 , step 45 , done False , is collided False
[2025-10-27 11:08:11] [INFO] take action sac model 3, take action hybird model 3 ,reward -0.01 , step 46 , done False , is collided False
[2025-10-27 11:08:11] [INFO] take action sac model 1, take action hybird model 1 ,reward 0.99 , step 47 , done False , is collided False
[2025-10-27 11:08:11] [INFO] take action sac model 1, take action hybird model 1 ,reward 0.99 , step 48 , done False , is collided False
[2025-10-27 11:08:11] [INFO] take action sac model 1, take action hybird model 1 ,reward 0.99 , step 49 , done False , is collided False
[2025-10-27 11:08:11] [INFO] take action sac model 1, take action hybird model 1 ,reward 0.99 , step 50 , done False , is collided False
[2025-10-27 11:08:11] [INFO] take action sac model 1, take action hybird model 1 ,reward 0.99 , step 51 , done False , is collided False
[2025-10-27 11:08:11] [INFO] take action sac model 1, take action hybird model 1 ,reward 0.99 , step 52 , done False , is collided False
[2025-10-27 11:08:11] [INFO] take action sac model 1, take action hybird model 1 ,reward 0.99 , step 53 , done False , is collided False
[2025-10-27 11:08:11] [INFO] take action sac model 1, take action hybird model 1 ,reward 0.99 , step 54 , done False , is collided False
[2025-10-27 11:08:11] [INFO] take action sac model 1, take action hybird model 1 ,reward -1.01 , step 55 , done False , is collided False
[2025-10-27 11:08:11] [INFO] take action sac model 1, take action hybird model 1 ,reward -1.01 , step 56 , done False , is collided False
[2025-10-27 11:08:11] [INFO] take action sac model 1, take action hybird model 1 ,reward -1.01 , step 57 , done False , is collided False
[2025-10-27 11:08:11] [INFO] take action sac model 1, take action hybird model 1 ,reward -1.01 , step 58 , done False , is collided False
[2025-10-27 11:08:11] [INFO] take action sac model 2, take action hybird model 1 ,reward -0.01 , step 59 , done False , is collided False
[2025-10-27 11:08:11] [INFO] take action sac model 2, take action hybird model 2 ,reward -0.01 , step 60 , done False , is collided False
[2025-10-27 11:08:11] [INFO] take action sac model 1, take action hybird model 1 ,reward 0.99 , step 61 , done False , is collided False
[2025-10-27 11:08:11] [INFO] take action sac model 1, take action hybird model 1 ,reward 0.99 , step 62 , done False , is collided False
[2025-10-27 11:08:11] [INFO] take action sac model 1, take action hybird model 1 ,reward 0.99 , step 63 , done False , is collided False
[2025-10-27 11:08:11] [INFO] take action sac model 1, take action hybird model 1 ,reward 0.99 , step 64 , done False , is collided False
[2025-10-27 11:08:11] [INFO] take action sac model 1, take action hybird model 1 ,reward -1.01 , step 65 , done False , is collided False
[2025-10-27 11:08:11] [INFO] take action sac model 1, take action hybird model 1 ,reward -1.01 , step 66 , done False , is collided False
[2025-10-27 11:08:11] [INFO] take action sac model 1, take action hybird model 1 ,reward -1.01 , step 67 , done False , is collided False
[2025-10-27 11:08:12] [INFO] take action sac model 1, take action hybird model 1 ,reward -1.01 , step 68 , done False , is collided False
[2025-10-27 11:08:12] [INFO] take action sac model 1, take action hybird model 1 ,reward -1.01 , step 69 , done False , is collided False
[2025-10-27 11:08:12] [INFO] take action sac model 1, take action hybird model 1 ,reward -1.01 , step 70 , done False , is collided False
[2025-10-27 11:08:12] [INFO] take action sac model 1, take action hybird model 1 ,reward -1.01 , step 71 , done False , is collided False
[2025-10-27 11:08:12] [INFO] take action sac model 1, take action hybird model 1 ,reward -1.01 , step 72 , done False , is collided False
[2025-10-27 11:08:12] [INFO] take action sac model 3, take action hybird model 1 ,reward -0.01 , step 73 , done False , is collided False
[2025-10-27 11:08:12] [INFO] take action sac model 3, take action hybird model 3 ,reward -0.01 , step 74 , done False , is collided False
[2025-10-27 11:08:12] [INFO] take action sac model 1, take action hybird model 1 ,reward 0.99 , step 75 , done False , is collided False
[2025-10-27 11:08:12] [INFO] take action sac model 1, take action hybird model 1 ,reward 0.99 , step 76 , done False , is collided False
[2025-10-27 11:08:12] [INFO] take action sac model 1, take action hybird model 1 ,reward 0.99 , step 77 , done False , is collided False
[2025-10-27 11:08:12] [INFO] take action sac model 1, take action hybird model 1 ,reward 0.99 , step 78 , done False , is collided False
[2025-10-27 11:08:12] [INFO] take action sac model 1, take action hybird model 1 ,reward 0.99 , step 79 , done False , is collided False
[2025-10-27 11:08:12] [INFO] take action sac model 1, take action hybird model 1 ,reward 0.99 , step 80 , done False , is collided False
[2025-10-27 11:08:12] [INFO] take action sac model 1, take action hybird model 1 ,reward 0.99 , step 81 , done False , is collided False
[2025-10-27 11:08:12] [INFO] take action sac model 1, take action hybird model 1 ,reward 0.99 , step 82 , done False , is collided False
[2025-10-27 11:08:12] [INFO] take action sac model 1, take action hybird model 1 ,reward -1.01 , step 83 , done False , is collided False
[2025-10-27 11:08:12] [INFO] take action sac model 1, take action hybird model 1 ,reward -1.01 , step 84 , done False , is collided False
[2025-10-27 11:08:12] [INFO] take action sac model 1, take action hybird model 1 ,reward -1.01 , step 85 , done False , is collided False
[2025-10-27 11:08:12] [INFO] take action sac model 1, take action hybird model 1 ,reward -1.01 , step 86 , done False , is collided False
[2025-10-27 11:08:12] [INFO] take action sac model 2, take action hybird model 1 ,reward -0.01 , step 87 , done False , is collided False
[2025-10-27 11:08:12] [INFO] take action sac model 2, take action hybird model 2 ,reward -0.01 , step 88 , done False , is collided False
[2025-10-27 11:08:12] [INFO] take action sac model 1, take action hybird model 1 ,reward 0.99 , step 89 , done False , is collided False
[2025-10-27 11:08:12] [INFO] take action sac model 1, take action hybird model 1 ,reward 0.99 , step 90 , done False , is collided False
[2025-10-27 11:08:12] [INFO] take action sac model 1, take action hybird model 1 ,reward 0.99 , step 91 , done False , is collided False
[2025-10-27 11:08:12] [INFO] take action sac model 1, take action hybird model 1 ,reward 0.99 , step 92 , done False , is collided False
[2025-10-27 11:08:12] [INFO] take action sac model 1, take action hybird model 1 ,reward -1.01 , step 93 , done False , is collided False
[2025-10-27 11:08:12] [INFO] take action sac model 1, take action hybird model 1 ,reward -1.01 , step 94 , done False , is collided False
[2025-10-27 11:08:12] [INFO] take action sac model 1, take action hybird model 1 ,reward -1.01 , step 95 , done False , is collided False
[2025-10-27 11:08:12] [INFO] take action sac model 1, take action hybird model 1 ,reward -1.01 , step 96 , done False , is collided False
[2025-10-27 11:08:12] [INFO] take action sac model 1, take action hybird model 1 ,reward -1.01 , step 97 , done False , is collided False
[2025-10-27 11:08:12] [INFO] take action sac model 1, take action hybird model 1 ,reward -1.01 , step 98 , done False , is collided False
[2025-10-27 11:08:12] [INFO] take action sac model 1, take action hybird model 1 ,reward -1.01 , step 99 , done True , is collided False
[2025-10-27 11:08:12] [INFO] episode is done , distance_to_goal is 40.0, spl is 0.0 
sumreward is -6.999999999999992
[2025-10-27 11:08:12] [INFO] scene is QUCTc6BB5sX  , episodeid is 9411
[2025-10-27 11:08:13] [INFO] take action sac model 1, take action hybird model 1 ,reward 0.99 , step 0 , done False , is collided False
[2025-10-27 11:08:13] [INFO] take action sac model 1, take action hybird model 1 ,reward -1.01 , step 1 , done False , is collided False
[2025-10-27 11:08:13] [INFO] take action sac model 2, take action hybird model 1 ,reward -0.01 , step 2 , done False , is collided False
[2025-10-27 11:08:13] [INFO] take action sac model 1, take action hybird model 1 ,reward -1.01 , step 3 , done False , is collided False
[2025-10-27 11:08:13] [INFO] take action sac model 1, take action hybird model 1 ,reward -1.01 , step 4 , done False , is collided False
[2025-10-27 11:08:13] [INFO] take action sac model 1, take action hybird model 1 ,reward -1.01 , step 5 , done False , is collided False
[2025-10-27 11:08:13] [INFO] take action sac model 1, take action hybird model 1 ,reward -1.01 , step 6 , done False , is collided False
[2025-10-27 11:08:14] [INFO] take action sac model 2, take action hybird model 1 ,reward -0.01 , step 7 , done False , is collided False
[2025-10-27 11:08:14] [INFO] take action sac model 1, take action hybird model 1 ,reward 0.99 , step 8 , done False , is collided False
[2025-10-27 11:08:14] [INFO] take action sac model 1, take action hybird model 1 ,reward -1.01 , step 9 , done False , is collided False
[2025-10-27 11:08:14] [INFO] take action sac model 2, take action hybird model 1 ,reward -0.01 , step 10 , done False , is collided False
[2025-10-27 11:08:14] [INFO] take action sac model 1, take action hybird model 1 ,reward 0.99 , step 11 , done False , is collided False
[2025-10-27 11:08:14] [INFO] take action sac model 1, take action hybird model 1 ,reward 0.99 , step 12 , done False , is collided False
[2025-10-27 11:08:15] [INFO] take action sac model 1, take action hybird model 1 ,reward 0.99 , step 13 , done False , is collided False
[2025-10-27 11:08:15] [INFO] take action sac model 1, take action hybird model 1 ,reward 0.99 , step 14 , done False , is collided False
[2025-10-27 11:08:15] [INFO] take action sac model 1, take action hybird model 1 ,reward 0.99 , step 15 , done False , is collided False
[2025-10-27 11:08:15] [INFO] take action sac model 1, take action hybird model 1 ,reward 0.99 , step 16 , done False , is collided False
[2025-10-27 11:08:15] [INFO] take action sac model 1, take action hybird model 1 ,reward 0.99 , step 17 , done False , is collided False
[2025-10-27 11:08:15] [INFO] take action sac model 1, take action hybird model 1 ,reward 0.99 , step 18 , done False , is collided False
[2025-10-27 11:08:16] [INFO] take action sac model 0, take action hybird model 1 ,reward -0.01 , step 19 , done True , is collided False
[2025-10-27 11:08:16] [INFO] episode is done , distance_to_goal is 2.0, spl is 0.0 
sumreward is 3.8000000000000025
[2025-10-27 11:08:16] [INFO] scene is QUCTc6BB5sX  , episodeid is 628
[2025-10-27 11:08:17] [INFO] take action sac model 2, take action hybird model 1 ,reward -0.01 , step 0 , done False , is collided False
[2025-10-27 11:08:17] [INFO] take action sac model 1, take action hybird model 1 ,reward 0.99 , step 1 , done False , is collided False
[2025-10-27 11:08:17] [INFO] take action sac model 1, take action hybird model 1 ,reward 0.99 , step 2 , done False , is collided False
[2025-10-27 11:08:17] [INFO] take action sac model 1, take action hybird model 1 ,reward -1.01 , step 3 , done False , is collided False
[2025-10-27 11:08:18] [INFO] take action sac model 2, take action hybird model 1 ,reward -0.01 , step 4 , done False , is collided False
[2025-10-27 11:08:18] [INFO] take action sac model 1, take action hybird model 1 ,reward 0.99 , step 5 , done False , is collided False
[2025-10-27 11:08:18] [INFO] take action sac model 1, take action hybird model 1 ,reward 0.99 , step 6 , done False , is collided False
[2025-10-27 11:08:18] [INFO] take action sac model 1, take action hybird model 1 ,reward 0.99 , step 7 , done False , is collided False
